('Total Revenue', '198,270,000', '198,270,000', '168,088,000', '143,015,000', '125,843,000')
         616975 function calls (591827 primitive calls) in 1.249 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.018    0.018 url.py:1(<module>)
       22    0.000    0.000    0.008    0.000 response.py:740(_update_chunk_length)
        1    0.000    0.000    0.000    0.000 models.py:659(__init__)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       60    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
       11    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       38    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
        9    0.000    0.000    0.000    0.000 message.py:462(get)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.014    0.014 cd.py:1(<module>)
        1    0.000    0.000    0.023    0.023 cookiejar.py:26(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    24/22    0.000    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:1048(exec_module)
       13    0.000    0.000    0.000    0.000 typing.py:849(__init_subclass__)
        1    0.000    0.000    0.003    0.003 models.py:6(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 response.py:200(__init__)
       52    0.000    0.000    0.001    0.000 typing.py:749(__getitem__)
        1    0.000    0.000    0.002    0.002 cookies.py:127(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       40    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       15    0.000    0.000    0.033    0.002 css_parser.py:308(__init__)
        1    0.000    0.000    0.035    0.035 css_parser.py:431(CSSParser)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      219    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       66    0.000    0.000    0.000    0.000 re.py:254(escape)
        1    0.000    0.000    0.918    0.918 financial.py:6(main)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.007    0.007 shutil.py:5(<module>)
       52    0.000    0.000    0.003    0.000 css_parser.py:1113(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       44    0.000    0.000    0.000    0.000 ipaddress.py:1877(__init__)
        1    0.000    0.000    0.017    0.017 api.py:1(<module>)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.060    0.060 client.py:69(<module>)
       23    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       50    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
        9    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.599    0.599 connectionpool.py:522(urlopen)
        1    0.000    0.000    0.059    0.059 ssl.py:813(_create)
        1    0.000    0.000    0.020    0.020 ssl_.py:1(<module>)
      100    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
        1    0.000    0.000    0.007    0.007 utils.py:759(should_bypass_proxies)
        1    0.000    0.000    0.006    0.006 sessions.py:7(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.069    0.069 __init__.py:27(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
      149    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       36    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
      170    0.000    0.000    0.000    0.000 enum.py:628(name)
       22    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       19    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1294(__init__)
       11    0.000    0.000    0.000    0.000 queue.py:121(put)
       14    0.000    0.000    0.000    0.000 enum.py:157(<dictcomp>)
        1    0.000    0.000    0.194    0.194 __init__.py:39(<module>)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.068    0.068 exceptions.py:1(<module>)
       14    0.000    0.000    0.006    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.003    0.003 ssl_.py:250(create_urllib3_context)
       43    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
       14    0.000    0.000    0.000    0.000 enum.py:130(__prepare__)
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        8    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
       93    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.008    0.008 css_match.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       21    0.000    0.000    0.177    0.008 response.py:606(stream)
      101    0.000    0.000    0.000    0.000 typing.py:660(__eq__)
       21    0.000    0.000    0.177    0.008 models.py:812(generate)
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.003    0.003 resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        1    0.000    0.000    0.469    0.469 client.py:270(_read_status)
       26    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       19    0.000    0.000    0.000    0.000 _collections.py:215(add)
       12    0.000    0.000    0.000    0.000 queue.py:153(get)
        2    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        1    0.000    0.000    0.047    0.047 compat.py:8(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:535(__init__)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
        7    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        2    0.000    0.000    0.003    0.002 request.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1142(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.018    0.018 sessions.py:457(prepare_request)
        1    0.000    0.000    0.778    0.778 sessions.py:671(send)
        1    0.000    0.000    0.106    0.106 element.py:2(<module>)
        1    0.000    0.000    0.034    0.034 dammit.py:8(<module>)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      149    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       64    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        9    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.599    0.599 connectionpool.py:361(_make_request)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       93    0.000    0.000    0.000    0.000 typing.py:634(<genexpr>)
       38    0.000    0.000    0.001    0.000 typing.py:1202(_alias)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.008    0.008 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.000    0.000 models.py:484(prepare_headers)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f9de87b43b0}
        1    0.000    0.000    0.006    0.006 header.py:5(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 response.py:632(from_httplib)
       16    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.129    0.129 connectionpool.py:1034(_validate_conn)
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        2    0.000    0.000    0.002    0.001 _collections.py:92(clear)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1729(_parse_hextet)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.072    0.072 __init__.py:120(__init__)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:2(<module>)
       28    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      116    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      157    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.469    0.469 client.py:303(begin)
        1    0.000    0.000    0.015    0.015 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.056    0.056 connection.py:37(create_connection)
        4    0.000    0.000    0.001    0.000 ssl_match_hostname.py:25(_dnsname_match)
        1    0.000    0.000    0.000    0.000 models.py:23(CharsetMatch)
        1    0.000    0.000    0.006    0.006 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:296(build_response)
        1    0.000    0.000    0.600    0.600 adapters.py:436(send)
        1    0.000    0.000    0.135    0.135 __init__.py:15(<module>)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       14    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.033    0.033 utils.py:5(<module>)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
       14    0.000    0.000    0.014    0.001 css_parser.py:1156(process_selectors)
        1    0.000    0.000    0.000    0.000 {method 'version' of '_ssl._SSLSocket' objects}
        7    0.000    0.000    0.063    0.009 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1605(_make_netmask)
        1    0.000    0.000    0.048    0.048 exceptions.py:6(<module>)
       99    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.002    0.002 request.py:2557(_proxy_bypass_macosx_sysconf)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      174    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.069    0.069 ssl_.py:355(ssl_wrap_socket)
        9    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1350(add_cookie_header)
        1    0.000    0.000    0.000    0.000 {built-in method today}
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       27    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        3    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:824(__class_getitem__)
        1    0.000    0.000    0.001    0.001 status_codes.py:19(<module>)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
       98    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
       12    0.000    0.000    0.001    0.000 enum.py:798(_missing_)
        1    0.000    0.000    0.043    0.043 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:221(makefile)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 response.py:162(HTTPResponse)
        1    0.000    0.000    0.019    0.019 __init__.py:21(<module>)
        1    0.000    0.000    0.004    0.004 md.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
        1    0.000    0.000    0.000    0.000 cookies.py:8(<module>)
        1    0.000    0.000    0.000    0.000 element.py:150(PageElement)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
       61    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       35    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       20    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        5    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1928(getLogger)
        1    0.000    0.000    0.000    0.000 client.py:1279(_send_request)
       22    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        9    0.000    0.000    0.000    0.000 url.py:306(<listcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1255(__init__)
        1    0.000    0.000    0.017    0.017 utils.py:194(get_netrc_auth)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.804    0.804 sessions.py:500(request)
        1    0.000    0.000    0.020    0.020 _lxml.py:2(<module>)
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f9de87807a0}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       20    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       26    0.000    0.000    0.063    0.002 six.py:190(find_spec)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
        5    0.000    0.000    0.000    0.000 client.py:1233(putheader)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1090(_BaseV4)
        1    0.000    0.000    0.000    0.000 response.py:419(_flush_decoder)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:6(<module>)
        1    0.000    0.000    0.035    0.035 formatter.py:1(<module>)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        5    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       26    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.004    0.004 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:460(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
       47    0.000    0.000    0.000    0.000 ipaddress.py:631(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
       43    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.002    0.002 pretty.py:67(<module>)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       31    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
    46/14    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       39    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        3    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
       24    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       18    0.000    0.000    0.000    0.000 six.py:1014(ensure_text)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        8    0.000    0.000    0.000    0.000 parse.py:154(hostname)
       20    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1116(_make_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2214(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1674(extract_cookies)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        6    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
       77    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       19    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       14    0.000    0.000    0.000    0.000 enum.py:340(__getattr__)
       42    0.000    0.000    0.000    0.000 enum.py:860(_high_bit)
        5    0.000    0.000    0.002    0.000 six.py:95(__get__)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        8    0.000    0.000    0.005    0.001 hashlib.py:73(__get_builtin_constructor)
        8    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
       19    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:950(getpeercert)
        1    0.000    0.000    0.000    0.000 connection.py:231(request)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:27(ip_address)
        4    0.000    0.000    0.000    0.000 cookiejar.py:876(__init__)
       80    0.000    0.000    0.000    0.000 element.py:1570(__eq__)
        1    0.000    0.000    0.000    0.000 element.py:1172(Tag)
        1    0.000    0.000    0.017    0.017 css_parser.py:328(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.004    0.004 parser.py:1(<module>)
       21    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
       44    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        5    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.045    0.045 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.040    0.040 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.059    0.059 ssl.py:1132(do_handshake)
        3    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1288(IPv4Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1551(_IPv4Constants)
        1    0.000    0.000    0.002    0.002 scanner.py:2(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1216(vals_sorted_by_key)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.000    0.000 adapters.py:136(__init__)
        1    0.000    0.000    0.001    0.001 models.py:352(prepare)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    1.249    1.249 financial.py:1(<module>)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       24    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1077(putrequest)
        1    0.000    0.000    0.000    0.000 connectionpool.py:998(_new_conn)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlunparse)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:549(verify_mode)
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1240(CookieJar)
        2    0.000    0.000    0.000    0.000 request.py:2573(ip2num)
        1    0.000    0.000    0.000    0.000 sessions.py:389(__init__)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.007    0.007 netrc.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        3    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:7(<module>)
        9    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 client.py:841(__init__)
        1    0.000    0.000    0.000    0.000 client.py:793(HTTPConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 socket.py:735(getaddrinfo)
        2    0.000    0.000    0.000    0.000 parse.py:480(urlunsplit)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:98(match_hostname)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        6    0.000    0.000    0.000    0.000 typing.py:685(__mro_entries__)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:1027(check_header_validity)
        1    0.000    0.000    0.805    0.805 api.py:62(get)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 socks.py:40(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       13    0.000    0.000    0.000    0.000 enum.py:365(__members__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
